performance_id,match_id,match_date,competition,opponent,home_away,match_result,player_name,team_name,started,minutes_played,position,formation_position,substituted_in,substituted_out,goals,assists,shots_total,shots_on_target,passes_total,passes_completed,pass_accuracy,tackles_total,tackles_won,tackle_success_rate,interceptions,clearances,blocks,yellow_cards,red_cards,fouls_committed,fouls_suffered,touches,rating,distance_covered,goals_per_90,assists_per_90
327,22,2024-03-09,La Liga,Las Palmas,Unknown,Unknown,Ferland Mendy,Real Madrid,1,88,Unknown,Unknown,0,0,0,0,1,0,73,63,85.0,6,4.199999999999999,70.0,4,5,1,0,0,2,1,41,7.08,10.5,0.0,0.0
328,22,2024-03-09,La Liga,Las Palmas,Unknown,Unknown,Jude Bellingham,Real Madrid,1,41,Unknown,Unknown,0,0,0,0,4,1,52,42,85.0,3,2.0999999999999996,70.0,3,1,2,0,0,2,2,59,7.97,10.5,0.0,0.0
329,22,2024-03-09,La Liga,Las Palmas,Unknown,Unknown,Thibaut Courtois,Real Madrid,1,81,Unknown,Unknown,0,0,0,1,0,0,73,63,85.0,1,0.7,70.0,3,2,0,0,0,1,3,86,8.78,10.5,0.0,1.1111111111111112
330,23,2023-11-04,La Liga,Girona,Unknown,Unknown,Dani Carvajal,Real Madrid,1,79,Unknown,Unknown,0,0,0,0,3,2,105,95,85.0,7,4.8999999999999995,70.0,4,6,1,0,0,0,3,92,6.76,10.5,0.0,0.0
331,23,2023-11-04,La Liga,Girona,Unknown,Unknown,Andriy Lunin,Real Madrid,1,79,Unknown,Unknown,0,0,0,0,0,0,47,37,85.0,2,1.4,70.0,2,2,0,0,0,0,4,37,7.66,10.5,0.0,0.0
332,23,2023-11-04,La Liga,Girona,Unknown,Unknown,Eduardo Camavinga,Real Madrid,1,75,Unknown,Unknown,0,0,0,1,0,0,102,92,85.0,1,0.7,70.0,0,1,2,0,0,2,2,24,7.07,10.5,0.0,1.2
333,23,2023-11-04,La Liga,Girona,Unknown,Unknown,Nacho,Real Madrid,1,79,Unknown,Unknown,0,0,0,0,3,1,65,55,85.0,7,4.8999999999999995,70.0,0,3,2,0,0,1,0,45,6.67,10.5,0.0,0.0
334,23,2023-11-04,La Liga,Girona,Unknown,Unknown,Jude Bellingham,Real Madrid,1,45,Unknown,Unknown,0,0,0,1,4,0,75,65,85.0,5,3.5,70.0,4,1,0,0,0,2,3,76,7.45,10.5,0.0,2.0
335,23,2023-11-04,La Liga,Girona,Unknown,Unknown,Aurélien Tchouaméni,Real Madrid,1,36,Unknown,Unknown,0,0,0,0,3,2,45,35,85.0,6,4.199999999999999,70.0,3,2,1,0,0,1,3,29,8.03,10.5,0.0,0.0
336,23,2023-11-04,La Liga,Girona,Unknown,Unknown,Federico Valverde,Real Madrid,1,79,Unknown,Unknown,0,0,1,0,1,0,53,43,85.0,6,4.199999999999999,70.0,1,0,2,0,0,0,3,115,7.52,10.5,1.139240506329114,0.0
337,23,2023-11-04,La Liga,Girona,Unknown,Unknown,Vinícius Jr.,Real Madrid,1,75,Unknown,Unknown,0,0,0,0,6,4,66,56,85.0,1,0.7,70.0,2,2,2,0,0,0,2,115,7.9,10.5,0.0,0.0
338,23,2023-11-04,La Liga,Girona,Unknown,Unknown,Éder Militão,Real Madrid,1,75,Unknown,Unknown,0,0,0,0,1,0,95,85,85.0,2,1.4,70.0,2,4,3,0,0,2,3,63,6.85,10.5,0.0,0.0
339,23,2023-11-04,La Liga,Girona,Unknown,Unknown,Marco Asensio,Real Madrid,1,82,Unknown,Unknown,0,0,0,1,3,3,33,23,85.0,0,0.0,70.0,4,1,3,0,0,0,1,49,8.81,10.5,0.0,1.0975609756097562
340,23,2023-11-04,La Liga,Girona,Unknown,Unknown,Toni Kroos,Real Madrid,1,79,Unknown,Unknown,0,0,0,0,5,0,73,63,85.0,1,0.7,70.0,3,2,0,0,0,2,0,39,7.98,10.5,0.0,0.0
341,23,2023-11-04,La Liga,Girona,Unknown,Unknown,Eden Hazard,Real Madrid,1,10,Unknown,Unknown,0,0,0,0,5,0,19,9,85.0,0,0.0,70.0,4,2,2,0,0,3,4,94,8.43,10.5,0.0,0.0
342,23,2023-11-04,La Liga,Girona,Unknown,Unknown,Dani Ceballos,Real Madrid,1,21,Unknown,Unknown,0,0,1,0,4,1,48,38,85.0,4,2.8,70.0,0,1,1,0,0,2,4,79,7.49,10.5,4.285714285714286,0.0
343,23,2023-11-04,La Liga,Girona,Unknown,Unknown,Kepa Arrizabalaga,Real Madrid,1,69,Unknown,Unknown,0,0,0,0,0,0,92,82,85.0,1,0.7,70.0,4,1,1,0,0,3,4,76,7.28,10.5,0.0,0.0
344,23,2023-11-04,La Liga,Girona,Unknown,Unknown,Luka Modrić,Real Madrid,1,76,Unknown,Unknown,0,0,0,0,3,2,103,93,85.0,6,4.199999999999999,70.0,2,2,2,0,0,3,2,108,6.41,10.5,0.0,0.0
345,24,2024-03-18,La Liga,Girona,Unknown,Unknown,Vinícius Jr.,Real Madrid,1,76,Unknown,Unknown,0,0,0,0,1,1,52,42,85.0,3,2.0999999999999996,70.0,3,2,1,0,0,3,0,41,7.88,10.5,0.0,0.0
346,24,2024-03-18,La Liga,Girona,Unknown,Unknown,Jude Bellingham,Real Madrid,1,73,Unknown,Unknown,0,0,0,0,2,2,71,61,85.0,2,1.4,70.0,0,2,1,0,0,2,2,36,6.97,10.5,0.0,0.0
347,24,2024-03-18,La Liga,Girona,Unknown,Unknown,Thibaut Courtois,Real Madrid,1,79,Unknown,Unknown,0,0,0,0,0,0,50,40,85.0,1,0.7,70.0,2,1,3,0,0,1,4,60,8.17,10.5,0.0,0.0
348,24,2024-03-18,La Liga,Girona,Unknown,Unknown,Dani Ceballos,Real Madrid,1,83,Unknown,Unknown,0,0,1,0,3,0,64,54,85.0,3,2.0999999999999996,70.0,3,1,3,0,0,3,4,41,8.49,10.5,1.0843373493975903,0.0
349,24,2024-03-18,La Liga,Girona,Unknown,Unknown,Dani Carvajal,Real Madrid,1,89,Unknown,Unknown,0,0,0,0,3,2,64,54,85.0,7,4.8999999999999995,70.0,2,2,1,0,0,1,2,97,6.12,10.5,0.0,0.0
350,24,2024-03-18,La Liga,Girona,Unknown,Unknown,Éder Militão,Real Madrid,1,88,Unknown,Unknown,0,0,0,1,3,1,30,20,85.0,4,2.8,70.0,4,2,0,0,0,2,2,98,8.02,10.5,0.0,1.0227272727272727
351,24,2024-03-18,La Liga,Girona,Unknown,Unknown,David Alaba,Real Madrid,1,40,Unknown,Unknown,0,0,0,0,0,0,93,83,85.0,3,2.0999999999999996,70.0,0,0,0,0,0,1,2,98,7.5,10.5,0.0,0.0
352,24,2024-03-18,La Liga,Girona,Unknown,Unknown,Rodrygo,Real Madrid,1,88,Unknown,Unknown,0,0,0,1,5,0,54,44,85.0,3,2.0999999999999996,70.0,3,0,2,0,0,0,4,104,8.04,10.5,0.0,1.0227272727272727
353,24,2024-03-18,La Liga,Girona,Unknown,Unknown,Andriy Lunin,Real Madrid,1,84,Unknown,Unknown,0,0,0,0,0,0,54,44,85.0,2,1.4,70.0,4,2,0,0,0,2,0,112,6.15,10.5,0.0,0.0
354,24,2024-03-18,La Liga,Girona,Unknown,Unknown,Mariano Díaz,Real Madrid,1,76,Unknown,Unknown,0,0,1,0,2,2,80,70,85.0,1,0.7,70.0,4,0,2,0,0,3,4,88,7.06,10.5,1.1842105263157894,0.0
355,24,2024-03-18,La Liga,Girona,Unknown,Unknown,Fran García,Real Madrid,1,80,Unknown,Unknown,0,0,0,0,0,0,32,22,85.0,5,3.5,70.0,1,1,2,0,0,3,0,46,7.16,10.5,0.0,0.0
356,24,2024-03-18,La Liga,Girona,Unknown,Unknown,Nacho,Real Madrid,1,42,Unknown,Unknown,0,0,0,0,2,0,74,64,85.0,6,4.199999999999999,70.0,0,0,0,0,0,2,4,107,6.35,10.5,0.0,0.0
357,24,2024-03-18,La Liga,Girona,Unknown,Unknown,Jesús Vallejo,Real Madrid,1,88,Unknown,Unknown,0,0,0,0,0,0,80,70,85.0,7,4.8999999999999995,70.0,4,3,3,0,0,0,0,20,7.67,10.5,0.0,0.0
358,25,2023-11-14,La Liga,Rayo Vallecano,Unknown,Unknown,Federico Valverde,Real Madrid,1,85,Unknown,Unknown,0,0,0,1,1,1,50,40,85.0,5,3.5,70.0,0,0,1,0,0,1,1,25,7.13,10.5,0.0,1.0588235294117647
359,25,2023-11-14,La Liga,Rayo Vallecano,Unknown,Unknown,Vinícius Jr.,Real Madrid,1,45,Unknown,Unknown,0,0,0,1,4,2,45,35,85.0,3,2.0999999999999996,70.0,1,2,0,0,0,3,0,46,8.52,10.5,0.0,2.0
360,25,2023-11-14,La Liga,Rayo Vallecano,Unknown,Unknown,Eden Hazard,Real Madrid,1,81,Unknown,Unknown,0,0,0,0,1,0,80,70,85.0,0,0.0,70.0,2,2,1,0,0,1,3,78,7.46,10.5,0.0,0.0
361,25,2023-11-14,La Liga,Rayo Vallecano,Unknown,Unknown,Mariano Díaz,Real Madrid,1,90,Unknown,Unknown,0,0,1,0,6,4,96,86,85.0,2,1.4,70.0,4,0,3,0,0,3,3,104,7.15,10.5,1.0,0.0
362,25,2023-11-14,La Liga,Rayo Vallecano,Unknown,Unknown,Jude Bellingham,Real Madrid,1,67,Unknown,Unknown,0,0,0,0,4,0,97,87,85.0,5,3.5,70.0,4,1,3,0,0,2,4,53,7.99,10.5,0.0,0.0
363,25,2023-11-14,La Liga,Rayo Vallecano,Unknown,Unknown,Dani Ceballos,Real Madrid,1,84,Unknown,Unknown,0,0,0,1,2,2,40,30,85.0,6,4.199999999999999,70.0,2,0,2,0,0,2,4,91,7.16,10.5,0.0,1.0714285714285714
364,25,2023-11-14,La Liga,Rayo Vallecano,Unknown,Unknown,Toni Kroos,Real Madrid,1,75,Unknown,Unknown,0,0,0,0,4,1,101,91,85.0,2,1.4,70.0,0,0,1,0,0,1,4,44,7.78,10.5,0.0,0.0
365,25,2023-11-14,La Liga,Rayo Vallecano,Unknown,Unknown,David Alaba,Real Madrid,1,31,Unknown,Unknown,0,0,0,0,3,2,30,20,85.0,5,3.5,70.0,0,0,2,0,0,3,1,83,6.89,10.5,0.0,0.0
366,25,2023-11-14,La Liga,Rayo Vallecano,Unknown,Unknown,Éder Militão,Real Madrid,1,90,Unknown,Unknown,0,0,0,0,3,1,57,47,85.0,7,4.8999999999999995,70.0,2,6,3,0,0,0,1,38,7.86,10.5,0.0,0.0
367,25,2023-11-14,La Liga,Rayo Vallecano,Unknown,Unknown,Aurélien Tchouaméni,Real Madrid,1,86,Unknown,Unknown,0,0,0,0,2,2,71,61,85.0,3,2.0999999999999996,70.0,0,1,1,0,0,1,2,62,7.78,10.5,0.0,0.0
368,25,2023-11-14,La Liga,Rayo Vallecano,Unknown,Unknown,Andriy Lunin,Real Madrid,1,39,Unknown,Unknown,0,0,0,0,0,0,97,87,85.0,0,0.0,70.0,3,2,2,0,0,1,3,88,6.42,10.5,0.0,0.0
369,25,2023-11-14,La Liga,Rayo Vallecano,Unknown,Unknown,Luka Modrić,Real Madrid,1,79,Unknown,Unknown,0,0,0,0,1,0,108,98,85.0,2,1.4,70.0,3,1,0,0,0,2,4,66,6.45,10.5,0.0,0.0
370,25,2023-11-14,La Liga,Rayo Vallecano,Unknown,Unknown,Eduardo Camavinga,Real Madrid,1,64,Unknown,Unknown,0,0,0,0,4,0,46,36,85.0,3,2.0999999999999996,70.0,3,1,3,0,0,2,2,76,7.53,10.5,0.0,0.0
371,25,2023-11-14,La Liga,Rayo Vallecano,Unknown,Unknown,Thibaut Courtois,Real Madrid,1,75,Unknown,Unknown,0,0,0,0,0,0,96,86,85.0,2,1.4,70.0,0,0,2,0,0,3,4,25,8.01,10.5,0.0,0.0
372,25,2023-11-14,La Liga,Rayo Vallecano,Unknown,Unknown,Dani Carvajal,Real Madrid,1,36,Unknown,Unknown,0,0,0,0,2,1,30,20,85.0,4,2.8,70.0,1,3,3,0,0,3,0,115,7.54,10.5,0.0,0.0
373,26,2024-03-23,La Liga,Rayo Vallecano,Unknown,Unknown,Fran García,Real Madrid,1,41,Unknown,Unknown,0,0,0,0,0,0,65,55,85.0,4,2.8,70.0,4,4,2,0,0,0,3,36,6.38,10.5,0.0,0.0
374,26,2024-03-23,La Liga,Rayo Vallecano,Unknown,Unknown,Vinícius Jr.,Real Madrid,1,89,Unknown,Unknown,0,0,1,0,4,2,52,42,85.0,1,0.7,70.0,1,1,2,0,0,0,0,39,9.08,10.5,1.0112359550561798,0.0
375,26,2024-03-23,La Liga,Rayo Vallecano,Unknown,Unknown,Éder Militão,Real Madrid,1,81,Unknown,Unknown,0,0,0,0,2,2,30,20,85.0,2,1.4,70.0,1,5,0,0,0,1,0,84,6.07,10.5,0.0,0.0
376,26,2024-03-23,La Liga,Rayo Vallecano,Unknown,Unknown,Dani Ceballos,Real Madrid,1,30,Unknown,Unknown,0,0,0,0,1,0,36,26,85.0,4,2.8,70.0,4,0,0,0,0,0,4,53,7.07,10.5,0.0,0.0
377,26,2024-03-23,La Liga,Rayo Vallecano,Unknown,Unknown,Federico Valverde,Real Madrid,1,86,Unknown,Unknown,0,0,0,0,1,1,97,87,85.0,5,3.5,70.0,2,1,1,0,0,3,1,113,8.39,10.5,0.0,0.0
378,26,2024-03-23,La Liga,Rayo Vallecano,Unknown,Unknown,Luka Modrić,Real Madrid,1,58,Unknown,Unknown,0,0,0,0,5,1,73,63,85.0,3,2.0999999999999996,70.0,4,2,0,0,0,2,0,24,7.37,10.5,0.0,0.0
379,26,2024-03-23,La Liga,Rayo Vallecano,Unknown,Unknown,Ferland Mendy,Real Madrid,1,80,Unknown,Unknown,0,0,0,0,1,1,44,34,85.0,5,3.5,70.0,1,5,2,0,0,0,2,91,6.66,10.5,0.0,0.0
380,26,2024-03-23,La Liga,Rayo Vallecano,Unknown,Unknown,David Alaba,Real Madrid,1,89,Unknown,Unknown,0,0,0,0,0,0,101,91,85.0,3,2.0999999999999996,70.0,0,5,0,0,0,2,3,69,7.64,10.5,0.0,0.0
381,26,2024-03-23,La Liga,Rayo Vallecano,Unknown,Unknown,Thibaut Courtois,Real Madrid,1,86,Unknown,Unknown,0,0,0,0,0,0,94,84,85.0,1,0.7,70.0,4,1,0,0,0,2,4,94,7.54,10.5,0.0,0.0
382,26,2024-03-23,La Liga,Rayo Vallecano,Unknown,Unknown,Jesús Vallejo,Real Madrid,1,80,Unknown,Unknown,0,0,0,0,0,0,57,47,85.0,7,4.8999999999999995,70.0,0,0,1,0,0,0,3,51,7.84,10.5,0.0,0.0
383,26,2024-03-23,La Liga,Rayo Vallecano,Unknown,Unknown,Eden Hazard,Real Madrid,1,87,Unknown,Unknown,0,0,0,0,6,3,39,29,85.0,3,2.0999999999999996,70.0,4,0,3,0,0,1,2,27,6.02,10.5,0.0,0.0
384,26,2024-03-23,La Liga,Rayo Vallecano,Unknown,Unknown,Kepa Arrizabalaga,Real Madrid,1,32,Unknown,Unknown,0,0,0,1,0,0,39,29,85.0,1,0.7,70.0,2,2,3,0,0,1,3,81,7.28,10.5,0.0,2.8125
385,26,2024-03-23,La Liga,Rayo Vallecano,Unknown,Unknown,Toni Kroos,Real Madrid,1,14,Unknown,Unknown,0,0,0,0,1,0,17,7,85.0,6,4.199999999999999,70.0,1,2,0,0,0,1,2,40,6.51,10.5,0.0,0.0
386,26,2024-03-23,La Liga,Rayo Vallecano,Unknown,Unknown,Eduardo Camavinga,Real Madrid,1,80,Unknown,Unknown,0,0,0,0,3,2,59,49,85.0,2,1.4,70.0,3,0,1,0,0,2,0,78,7.28,10.5,0.0,0.0
387,26,2024-03-23,La Liga,Rayo Vallecano,Unknown,Unknown,Dani Carvajal,Real Madrid,1,55,Unknown,Unknown,0,0,0,0,1,1,58,48,85.0,7,4.8999999999999995,70.0,1,3,2,0,0,1,2,100,7.66,10.5,0.0,0.0
388,26,2024-03-23,La Liga,Rayo Vallecano,Unknown,Unknown,Andriy Lunin,Real Madrid,1,39,Unknown,Unknown,0,0,0,0,0,0,108,98,85.0,1,0.7,70.0,3,1,3,0,0,0,2,67,8.46,10.5,0.0,0.0
389,27,2023-11-19,La Liga,Mallorca,Unknown,Unknown,Dani Ceballos,Real Madrid,1,85,Unknown,Unknown,0,0,0,1,3,3,62,52,85.0,6,4.199999999999999,70.0,2,0,0,0,0,1,2,116,6.51,10.5,0.0,1.0588235294117647
390,27,2023-11-19,La Liga,Mallorca,Unknown,Unknown,Ferland Mendy,Real Madrid,1,80,Unknown,Unknown,0,0,0,0,2,0,87,77,85.0,4,2.8,70.0,3,3,0,0,0,3,3,49,6.43,10.5,0.0,0.0
391,27,2023-11-19,La Liga,Mallorca,Unknown,Unknown,Dani Carvajal,Real Madrid,1,79,Unknown,Unknown,0,0,0,0,0,0,80,70,85.0,3,2.0999999999999996,70.0,4,5,3,0,0,2,0,103,6.49,10.5,0.0,0.0
392,27,2023-11-19,La Liga,Mallorca,Unknown,Unknown,Karim Benzema,Real Madrid,1,50,Unknown,Unknown,0,0,0,1,7,3,101,91,85.0,3,2.0999999999999996,70.0,4,0,2,0,0,2,1,87,9.28,10.5,0.0,1.8
393,27,2023-11-19,La Liga,Mallorca,Unknown,Unknown,Federico Valverde,Real Madrid,1,88,Unknown,Unknown,0,0,0,0,5,0,57,47,85.0,3,2.0999999999999996,70.0,4,1,2,0,0,3,2,41,6.63,10.5,0.0,0.0
394,27,2023-11-19,La Liga,Mallorca,Unknown,Unknown,Toni Kroos,Real Madrid,1,89,Unknown,Unknown,0,0,0,0,2,0,99,89,85.0,1,0.7,70.0,0,2,2,0,0,1,4,55,8.24,10.5,0.0,0.0
395,27,2023-11-19,La Liga,Mallorca,Unknown,Unknown,David Alaba,Real Madrid,1,59,Unknown,Unknown,0,0,0,0,0,0,42,32,85.0,2,1.4,70.0,2,4,0,0,0,1,3,85,6.46,10.5,0.0,0.0
396,27,2023-11-19,La Liga,Mallorca,Unknown,Unknown,Vinícius Jr.,Real Madrid,1,76,Unknown,Unknown,0,0,0,0,7,4,61,51,85.0,3,2.0999999999999996,70.0,3,1,0,0,0,3,4,50,7.38,10.5,0.0,0.0
397,27,2023-11-19,La Liga,Mallorca,Unknown,Unknown,Eden Hazard,Real Madrid,1,87,Unknown,Unknown,0,0,0,0,3,3,79,69,85.0,1,0.7,70.0,1,2,3,0,0,0,0,34,7.75,10.5,0.0,0.0
398,27,2023-11-19,La Liga,Mallorca,Unknown,Unknown,Nacho,Real Madrid,1,29,Unknown,Unknown,0,0,1,0,1,1,44,34,85.0,5,3.5,70.0,1,0,3,0,0,3,3,95,8.28,10.5,3.103448275862069,0.0
399,27,2023-11-19,La Liga,Mallorca,Unknown,Unknown,Jude Bellingham,Real Madrid,1,81,Unknown,Unknown,0,0,0,0,0,0,44,34,85.0,3,2.0999999999999996,70.0,2,2,0,0,0,2,0,35,7.08,10.5,0.0,0.0
400,27,2023-11-19,La Liga,Mallorca,Unknown,Unknown,Éder Militão,Real Madrid,1,79,Unknown,Unknown,0,0,0,0,0,0,32,22,85.0,2,1.4,70.0,4,3,3,0,0,2,2,95,6.46,10.5,0.0,0.0
401,28,2024-03-31,La Liga,Mallorca,Unknown,Unknown,Rodrygo,Real Madrid,1,38,Unknown,Unknown,0,0,0,0,4,4,100,90,85.0,1,0.7,70.0,3,0,1,0,0,0,4,73,8.7,10.5,0.0,0.0
402,28,2024-03-31,La Liga,Mallorca,Unknown,Unknown,Luka Modrić,Real Madrid,1,12,Unknown,Unknown,0,0,0,0,3,0,36,26,85.0,3,2.0999999999999996,70.0,4,1,0,0,0,3,3,38,7.76,10.5,0.0,0.0
403,28,2024-03-31,La Liga,Mallorca,Unknown,Unknown,Mariano Díaz,Real Madrid,1,80,Unknown,Unknown,0,0,1,1,1,0,49,39,85.0,3,2.0999999999999996,70.0,3,0,2,0,0,3,1,101,7.87,10.5,1.125,1.125
404,28,2024-03-31,La Liga,Mallorca,Unknown,Unknown,Antonio Rüdiger,Real Madrid,1,85,Unknown,Unknown,0,0,0,0,3,0,107,97,85.0,4,2.8,70.0,1,6,3,0,0,3,0,27,7.05,10.5,0.0,0.0
405,28,2024-03-31,La Liga,Mallorca,Unknown,Unknown,Eduardo Camavinga,Real Madrid,1,79,Unknown,Unknown,0,0,0,0,0,0,45,35,85.0,1,0.7,70.0,4,0,2,0,0,1,2,99,8.15,10.5,0.0,0.0
406,28,2024-03-31,La Liga,Mallorca,Unknown,Unknown,Dani Ceballos,Real Madrid,1,84,Unknown,Unknown,0,0,0,0,2,1,46,36,85.0,6,4.199999999999999,70.0,3,1,2,0,0,0,3,119,7.85,10.5,0.0,0.0
407,28,2024-03-31,La Liga,Mallorca,Unknown,Unknown,Andriy Lunin,Real Madrid,1,86,Unknown,Unknown,0,0,0,0,0,0,46,36,85.0,0,0.0,70.0,0,1,2,0,0,1,2,57,6.22,10.5,0.0,0.0
408,28,2024-03-31,La Liga,Mallorca,Unknown,Unknown,Éder Militão,Real Madrid,1,76,Unknown,Unknown,0,0,0,0,3,0,32,22,85.0,4,2.8,70.0,0,2,2,0,0,1,3,62,7.64,10.5,0.0,0.0
409,28,2024-03-31,La Liga,Mallorca,Unknown,Unknown,Ferland Mendy,Real Madrid,1,79,Unknown,Unknown,0,0,0,1,1,1,102,92,85.0,8,5.6,70.0,4,2,1,0,0,1,4,109,7.8,10.5,0.0,1.139240506329114
410,28,2024-03-31,La Liga,Mallorca,Unknown,Unknown,Federico Valverde,Real Madrid,1,11,Unknown,Unknown,0,0,0,0,5,1,25,15,85.0,3,2.0999999999999996,70.0,2,2,0,0,0,2,0,59,8.39,10.5,0.0,0.0
411,28,2024-03-31,La Liga,Mallorca,Unknown,Unknown,David Alaba,Real Madrid,1,85,Unknown,Unknown,0,0,1,0,3,2,31,21,85.0,5,3.5,70.0,1,0,2,0,0,1,4,99,7.79,10.5,1.0588235294117647,0.0
412,28,2024-03-31,La Liga,Mallorca,Unknown,Unknown,Eden Hazard,Real Madrid,1,24,Unknown,Unknown,0,0,0,0,6,0,32,22,85.0,2,1.4,70.0,2,2,0,0,0,0,1,95,7.75,10.5,0.0,0.0
413,28,2024-03-31,La Liga,Mallorca,Unknown,Unknown,Thibaut Courtois,Real Madrid,1,83,Unknown,Unknown,0,0,0,0,0,0,44,34,85.0,2,1.4,70.0,4,0,1,0,0,3,1,32,6.12,10.5,0.0,0.0
414,28,2024-03-31,La Liga,Mallorca,Unknown,Unknown,Fran García,Real Madrid,1,66,Unknown,Unknown,0,0,0,1,3,1,99,89,85.0,8,5.6,70.0,1,3,0,0,0,0,3,75,7.81,10.5,0.0,1.3636363636363635
415,28,2024-03-31,La Liga,Mallorca,Unknown,Unknown,Jesús Vallejo,Real Madrid,1,63,Unknown,Unknown,0,0,0,0,2,0,92,82,85.0,3,2.0999999999999996,70.0,4,6,0,0,0,0,3,52,6.07,10.5,0.0,0.0
416,29,2023-11-26,La Liga,Celta Vigo,Unknown,Unknown,Eduardo Camavinga,Real Madrid,1,87,Unknown,Unknown,0,0,0,0,4,2,72,62,85.0,6,4.199999999999999,70.0,2,0,1,0,0,2,2,27,7.56,10.5,0.0,0.0
417,29,2023-11-26,La Liga,Celta Vigo,Unknown,Unknown,Éder Militão,Real Madrid,1,87,Unknown,Unknown,0,0,1,1,3,1,81,71,85.0,3,2.0999999999999996,70.0,1,1,1,0,0,0,0,113,8.39,10.5,1.0344827586206897,1.0344827586206897
418,29,2023-11-26,La Liga,Celta Vigo,Unknown,Unknown,Jude Bellingham,Real Madrid,1,83,Unknown,Unknown,0,0,0,0,4,3,88,78,85.0,5,3.5,70.0,3,0,1,0,0,3,3,74,7.76,10.5,0.0,0.0
419,29,2023-11-26,La Liga,Celta Vigo,Unknown,Unknown,Antonio Rüdiger,Real Madrid,1,76,Unknown,Unknown,0,0,0,0,3,0,63,53,85.0,6,4.199999999999999,70.0,4,5,2,0,0,1,1,30,6.4,10.5,0.0,0.0
420,29,2023-11-26,La Liga,Celta Vigo,Unknown,Unknown,Aurélien Tchouaméni,Real Madrid,1,87,Unknown,Unknown,0,0,1,0,2,2,31,21,85.0,1,0.7,70.0,1,2,1,0,0,3,2,119,6.8,10.5,1.0344827586206897,0.0
421,29,2023-11-26,La Liga,Celta Vigo,Unknown,Unknown,Rodrygo,Real Madrid,1,35,Unknown,Unknown,0,0,0,0,4,3,93,83,85.0,1,0.7,70.0,0,2,1,0,0,2,1,101,8.12,10.5,0.0,0.0
422,29,2023-11-26,La Liga,Celta Vigo,Unknown,Unknown,Karim Benzema,Real Madrid,1,40,Unknown,Unknown,0,0,0,0,3,3,75,65,85.0,0,0.0,70.0,2,0,2,0,0,0,1,20,7.69,10.5,0.0,0.0
423,29,2023-11-26,La Liga,Celta Vigo,Unknown,Unknown,Ferland Mendy,Real Madrid,1,80,Unknown,Unknown,0,0,0,0,2,2,85,75,85.0,8,5.6,70.0,1,6,1,0,0,0,3,60,7.14,10.5,0.0,0.0
424,29,2023-11-26,La Liga,Celta Vigo,Unknown,Unknown,Dani Ceballos,Real Madrid,1,79,Unknown,Unknown,0,0,0,0,0,0,44,34,85.0,2,1.4,70.0,3,2,1,0,0,2,3,62,6.24,10.5,0.0,0.0
425,29,2023-11-26,La Liga,Celta Vigo,Unknown,Unknown,Dani Carvajal,Real Madrid,1,49,Unknown,Unknown,0,0,0,0,2,2,83,73,85.0,2,1.4,70.0,1,3,2,0,0,2,4,45,7.94,10.5,0.0,0.0
426,29,2023-11-26,La Liga,Celta Vigo,Unknown,Unknown,Kepa Arrizabalaga,Real Madrid,1,77,Unknown,Unknown,0,0,0,0,0,0,95,85,85.0,0,0.0,70.0,4,1,0,0,0,0,1,70,7.26,10.5,0.0,0.0
427,29,2023-11-26,La Liga,Celta Vigo,Unknown,Unknown,Federico Valverde,Real Madrid,1,88,Unknown,Unknown,0,0,0,1,3,0,98,88,85.0,4,2.8,70.0,4,0,1,0,0,2,0,39,6.61,10.5,0.0,1.0227272727272727
428,29,2023-11-26,La Liga,Celta Vigo,Unknown,Unknown,Luka Modrić,Real Madrid,1,76,Unknown,Unknown,0,0,0,0,0,0,97,87,85.0,3,2.0999999999999996,70.0,1,1,2,0,0,2,2,81,8.05,10.5,0.0,0.0
429,29,2023-11-26,La Liga,Celta Vigo,Unknown,Unknown,David Alaba,Real Madrid,1,42,Unknown,Unknown,0,0,0,0,1,0,33,23,85.0,3,2.0999999999999996,70.0,2,3,2,0,0,2,1,66,6.86,10.5,0.0,0.0
430,30,2024-04-06,La Liga,Celta Vigo,Unknown,Unknown,Eden Hazard,Real Madrid,1,85,Unknown,Unknown,0,0,0,0,1,1,47,37,85.0,0,0.0,70.0,1,2,2,0,0,0,1,76,7.6,10.5,0.0,0.0
431,30,2024-04-06,La Liga,Celta Vigo,Unknown,Unknown,Thibaut Courtois,Real Madrid,1,84,Unknown,Unknown,0,0,0,0,0,0,73,63,85.0,1,0.7,70.0,3,1,2,0,0,2,3,74,8.25,10.5,0.0,0.0
432,30,2024-04-06,La Liga,Celta Vigo,Unknown,Unknown,Eduardo Camavinga,Real Madrid,1,87,Unknown,Unknown,0,0,0,0,1,1,83,73,85.0,5,3.5,70.0,1,0,2,0,0,2,3,59,7.62,10.5,0.0,0.0
433,30,2024-04-06,La Liga,Celta Vigo,Unknown,Unknown,Andriy Lunin,Real Madrid,1,83,Unknown,Unknown,0,0,0,0,0,0,54,44,85.0,2,1.4,70.0,1,2,0,0,0,0,1,110,8.42,10.5,0.0,0.0
434,30,2024-04-06,La Liga,Celta Vigo,Unknown,Unknown,Karim Benzema,Real Madrid,1,89,Unknown,Unknown,0,0,0,1,2,1,98,88,85.0,2,1.4,70.0,1,2,1,0,0,2,0,107,7.03,10.5,0.0,1.0112359550561798
