Date,Competition,Opponent,Player,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Season,Position_Group,Take-Ons Succ%,Performance_Score
2024-12-22,La Liga,Sevilla,Eduardo Camavinga,FRA,LB,22,90,0,0,0,0,0,0,0,0,92,7,0,2,0.0,0.0,0.0,1,1,72,80,90.0,6,42,2,0,0,7,4,5,1,1,4,5,1,2,1,1,0,9,1,0,72,80,90.0,1146,313,41,44,93.2,25,28,89.3,4,5,80.0,0,0.0,0.0,1,7,0,0,6,2024-25,Defense,0.0,19.77777777777778
2024-12-22,La Liga,Sevilla,Antonio Rüdiger,GER,CB,31,90,0,0,0,0,1,0,0,0,81,1,0,0,0.2,0.2,0.0,0,0,72,75,96.0,2,62,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,72,75,96.0,1425,360,31,31,100.0,30,31,96.8,11,13,84.6,0,0.0,0.0,0,4,0,0,2,2024-25,Defense,0.0,15.344444444444443
2024-12-22,La Liga,Sevilla,Aurélien Tchouaméni,FRA,CB,24,90,0,0,0,0,0,0,0,0,90,0,0,0,0.0,0.0,0.0,1,0,80,86,93.0,3,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,80,86,93.0,1407,513,33,34,97.1,43,45,95.6,4,6,66.7,0,0.0,0.0,0,3,0,0,3,2024-25,Defense,0.0,14.95
2024-12-22,La Liga,Sevilla,Lucas Vázquez,ESP,"RB,RW",33,90,0,0,0,0,2,1,0,0,68,5,0,0,0.3,0.3,0.5,4,2,52,57,91.2,4,35,6,4,4,5,4,3,1,1,2,5,3,0,0,0,0,5,3,0,52,57,91.2,943,196,25,28,89.3,19,21,90.5,8,8,100.0,0,0.5,0.3,2,2,4,2,4,2024-25,,100.0,0.0
2024-12-22,La Liga,Sevilla,Thibaut Courtois,BEL,GK,32,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,33,39,84.6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,33,39,84.6,702,474,7,8,87.5,21,22,95.5,5,9,55.6,0,0.0,0.0,0,0,0,0,0,2024-25,Goalkeeper,0.0,73.0
2025-01-03,La Liga,Valencia,Kylian Mbappé,FRA,FW,26,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.2,3,0,16,23,69.6,3,19,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,69.6,299,68,7,9,77.8,6,10,60.0,3,3,100.0,0,0.2,0.3,1,3,2,2,3,2024-25,Forward,33.33333333333333,3.333333333333333
2025-01-03,La Liga,Valencia,Vinicius Júnior,BRA,LW,24,78,0,0,0,0,4,2,0,1,38,4,0,0,0.4,0.4,0.0,3,0,16,21,76.2,1,21,6,5,1,4,2,0,1,3,0,1,1,0,0,0,0,4,0,0,16,21,76.2,251,63,9,9,100.0,3,5,60.0,2,4,50.0,0,0.0,0.0,0,2,0,0,1,2024-25,,20.0,0.0
2025-01-03,La Liga,Valencia,Rodrygo,BRA,RW,23,67,0,0,0,0,2,0,0,0,47,0,0,1,0.4,0.4,0.0,5,0,33,39,84.6,4,29,2,2,0,0,0,0,0,0,0,2,2,1,0,1,0,1,0,0,33,39,84.6,464,75,19,20,95.0,11,13,84.6,1,2,50.0,0,0.0,0.1,2,1,1,0,4,2024-25,,0.0,0.0
2025-01-03,La Liga,Valencia,Brahim Díaz,MAR,"LW,RW",25,23,0,0,0,0,0,0,0,0,20,1,0,2,0.0,0.0,0.0,1,1,13,14,92.9,2,11,0,0,0,1,1,0,0,1,1,1,0,2,0,2,0,1,0,0,13,14,92.9,203,64,9,9,100.0,2,3,66.7,2,2,100.0,0,0.0,0.0,0,2,1,0,2,2024-25,,0.0,0.0
2025-01-03,La Liga,Valencia,Jude Bellingham,ENG,AM,21,89,1,0,0,1,2,1,0,0,67,0,0,1,1.1,0.3,0.6,4,1,36,53,67.9,12,39,5,4,2,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,36,53,67.9,651,138,15,20,75.0,15,21,71.4,5,5,100.0,0,0.6,0.3,2,5,2,0,12,2024-25,Midfield,50.0,18.849662921348315
2025-01-03,La Liga,Valencia,Raúl Asencio,ESP,AM,21,1,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,50.0,10,10,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0,2024-25,Midfield,0.0,16.0
2025-01-03,La Liga,Valencia,Federico Valverde,URU,DM,26,90,0,0,0,0,4,1,0,0,79,0,0,1,0.2,0.2,0.0,5,0,63,67,94.0,5,40,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,63,67,94.0,1174,314,29,31,93.5,25,25,100.0,8,10,80.0,0,0.0,0.0,1,5,1,0,5,2024-25,Midfield,0.0,22.86666666666667
2025-01-03,La Liga,Valencia,Dani Ceballos,ESP,DM,28,79,0,0,0,0,0,0,1,0,94,1,0,1,0.0,0.0,0.3,4,0,86,93,92.5,14,60,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,86,93,92.5,1604,381,30,32,93.8,44,45,97.8,10,13,76.9,0,0.3,0.2,3,8,1,0,14,2024-25,Midfield,0.0,26.651898734177216
2025-01-03,La Liga,Valencia,Luka Modrić,CRO,DM,39,11,1,0,0,0,1,1,1,0,21,1,0,1,0.6,0.6,0.0,0,0,15,19,78.9,3,13,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0,15,19,78.9,306,67,6,6,100.0,7,8,87.5,2,4,50.0,0,0.0,0.0,0,5,0,0,3,2024-25,Midfield,0.0,26.416363636363634
2025-01-03,La Liga,Valencia,Ferland Mendy,FRA,LB,29,67,0,0,0,0,0,0,0,0,56,1,0,0,0.0,0.0,0.0,0,0,48,53,90.6,5,29,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,48,53,90.6,609,118,36,37,97.3,9,12,75.0,2,2,100.0,0,0.0,0.0,0,2,0,0,5,2024-25,Defense,0.0,14.410895522388058
2025-01-03,La Liga,Valencia,Eduardo Camavinga,FRA,LB,22,23,0,0,0,0,0,0,0,0,32,2,0,0,0.0,0.0,0.0,0,0,26,28,92.9,3,16,0,1,0,2,2,1,0,1,0,0,0,0,0,0,0,2,1,0,26,28,92.9,372,74,16,16,100.0,10,10,100.0,0,0,0.0,0,0.0,0.0,0,0,0,0,3,2024-25,Defense,0.0,17.413260869565217
2025-01-03,La Liga,Valencia,Antonio Rüdiger,GER,CB,31,90,0,0,0,0,0,0,0,0,72,1,0,0,0.0,0.0,0.0,0,0,62,66,93.9,1,50,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,2,2,0,62,66,93.9,1309,435,16,16,100.0,39,40,97.5,7,10,70.0,0,0.0,0.0,0,4,0,0,1,2024-25,Defense,0.0,15.029444444444445
2025-01-03,La Liga,Valencia,Aurélien Tchouaméni,FRA,CB,24,90,0,0,0,0,2,0,0,0,94,1,0,0,0.0,0.0,0.2,1,0,77,88,87.5,4,64,2,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,2,0,77,88,87.5,1360,484,27,30,90.0,45,48,93.8,5,9,55.6,0,0.2,0.1,1,3,1,1,4,2024-25,Defense,0.0,14.069444444444445
2025-01-03,La Liga,Valencia,Lucas Vázquez,ESP,RB,33,90,0,0,0,0,1,0,1,0,76,1,0,2,0.0,0.0,0.2,1,0,58,65,89.2,1,37,0,2,0,1,1,1,0,0,1,3,2,2,0,2,0,3,2,0,58,65,89.2,884,159,32,34,94.1,24,27,88.9,2,4,50.0,0,0.2,0.1,1,1,0,0,1,2024-25,Defense,0.0,18.324444444444445
2025-01-03,La Liga,Valencia,Thibaut Courtois,BEL,GK,32,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,28,32,87.5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,32,87.5,649,357,3,3,100.0,21,21,100.0,4,7,57.1,0,0.0,0.0,0,1,0,0,0,2024-25,Goalkeeper,0.0,75.34
2025-01-19,La Liga,Las Palmas,Kylian Mbappé,FRA,FW,26,90,2,0,1,1,5,4,0,0,52,2,0,1,1.3,0.5,1.3,10,2,31,39,79.5,7,32,4,4,2,2,0,0,0,2,0,0,0,1,0,1,0,2,0,0,31,39,79.5,497,136,19,22,86.4,7,9,77.8,4,4,100.0,0,1.3,0.9,5,1,5,0,7,2024-25,Forward,50.0,12.666666666666666
2025-01-19,La Liga,Las Palmas,Rodrygo,BRA,LW,24,83,1,0,0,0,3,2,0,0,51,0,0,0,0.3,0.3,0.8,10,2,35,41,85.4,6,33,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,35,41,85.4,510,158,20,20,100.0,13,14,92.9,1,5,20.0,0,0.8,0.7,4,4,2,0,6,2024-25,,25.0,0.0
2025-01-19,La Liga,Las Palmas,Endrick,BRA,LW,18,7,0,0,0,0,1,0,0,0,6,0,0,0,0.1,0.1,0.1,1,0,3,3,100.0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,3,3,100.0,45,12,2,2,100.0,1,1,100.0,0,0,0.0,0,0.1,0.0,1,0,0,0,1,2024-25,,0.0,0.0
2025-01-19,La Liga,Las Palmas,Brahim Díaz,MAR,RW,25,75,1,0,0,0,6,4,0,0,36,1,0,0,1.5,1.5,0.2,4,0,24,27,88.9,5,22,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,24,27,88.9,327,79,15,17,88.2,7,8,87.5,1,1,100.0,0,0.2,0.1,1,1,2,0,5,2024-25,,50.0,0.0
2025-01-19,La Liga,Las Palmas,Arda Güler,TUR,RW,19,15,0,0,0,0,0,0,0,0,19,1,0,1,0.0,0.0,0.0,2,0,13,14,92.9,2,7,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,13,14,92.9,242,77,8,9,88.9,3,3,100.0,2,2,100.0,0,0.0,0.1,0,0,1,0,2,2024-25,,0.0,0.0
2025-01-19,La Liga,Las Palmas,Jude Bellingham,ENG,AM,21,90,0,0,0,0,6,2,0,0,75,1,0,0,2.0,2.0,0.1,3,1,58,64,90.6,7,55,5,3,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,58,64,90.6,1028,245,32,35,91.4,16,17,94.1,9,11,81.8,0,0.1,0.1,1,7,1,0,7,2024-25,Midfield,100.0,22.30888888888889
2025-01-19,La Liga,Las Palmas,Federico Valverde,URU,DM,26,90,0,0,0,0,1,0,0,0,61,2,0,0,0.0,0.0,0.1,3,1,51,57,89.5,6,32,1,1,0,2,2,1,0,1,1,3,2,0,0,0,0,2,0,0,51,57,89.5,790,210,34,36,94.4,14,15,93.3,3,5,60.0,0,0.1,0.2,1,9,1,0,6,2024-25,Midfield,0.0,21.633333333333333
2025-01-19,La Liga,Las Palmas,Dani Ceballos,ESP,DM,28,82,0,0,0,0,0,0,0,0,94,7,0,2,0.0,0.0,0.4,3,0,74,80,92.5,7,52,1,1,1,7,5,2,3,2,5,5,0,2,1,1,0,12,0,0,74,80,92.5,1263,405,37,37,100.0,27,30,90.0,8,10,80.0,0,0.4,0.2,3,9,1,0,7,2024-25,Midfield,100.0,24.048780487804876
2025-01-19,La Liga,Las Palmas,Chema,ESP,DM,19,8,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,100.0,16,0,0,0,,1,1,100.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2024-25,Midfield,0.0,20.375
2025-01-19,La Liga,Las Palmas,Fran Garcia,ESP,LB,25,90,0,0,0,0,1,0,0,0,59,4,0,0,0.1,0.1,0.3,3,1,47,51,92.2,2,29,5,0,0,4,3,1,2,1,0,1,1,0,0,0,0,6,2,0,47,51,92.2,777,191,26,27,96.3,16,17,94.1,5,5,100.0,0,0.3,0.3,2,3,2,2,2,2024-25,Defense,0.0,15.607777777777777
2025-01-19,La Liga,Las Palmas,Antonio Rüdiger,GER,CB,31,75,0,0,0,0,1,0,0,0,61,0,0,0,0.0,0.0,0.0,4,0,53,59,89.8,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53,59,89.8,987,358,21,22,95.5,29,29,100.0,3,6,50.0,0,0.0,0.0,2,5,0,0,3,2024-25,Defense,0.0,13.87
2025-01-19,La Liga,Las Palmas,David Alaba,AUT,CB,32,15,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,14,16,87.5,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,87.5,276,130,8,8,100.0,4,4,100.0,2,3,66.7,0,0.0,0.0,0,1,0,0,2,2024-25,Defense,0.0,13.125
2025-01-19,La Liga,Las Palmas,Raúl Asencio,ESP,CB,21,90,0,0,0,0,0,0,0,0,71,0,0,0,0.0,0.0,0.0,0,0,63,68,92.6,3,46,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,63,68,92.6,1142,421,27,29,93.1,32,33,97.0,4,6,66.7,0,0.0,0.0,0,3,1,0,3,2024-25,Defense,100.0,15.223333333333333
2025-01-19,La Liga,Las Palmas,Lucas Vázquez,ESP,RB,33,86,0,0,0,0,1,0,0,0,61,3,0,0,0.6,0.6,1.7,6,1,48,56,85.7,5,32,1,0,0,3,2,0,2,1,1,1,0,0,0,0,0,4,0,0,48,56,85.7,857,176,19,22,86.4,23,27,85.2,6,7,85.7,0,1.7,1.2,3,3,3,0,5,2024-25,Defense,0.0,13.727093023255815
2025-01-19,La Liga,Las Palmas,Lorenzo Aguado,ESP,RB,22,4,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,,0,0,,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2024-25,Defense,0.0,15.0
2025-01-19,La Liga,Las Palmas,Thibaut Courtois,BEL,GK,32,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,1,0,25,27,92.6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,92.6,501,313,7,7,100.0,15,15,100.0,3,5,60.0,0,0.0,0.0,0,0,0,0,0,2024-25,Goalkeeper,0.0,79.56
2025-01-22,Champions League,Red Bull Salzburg,Kylian Mbappé,FRA,FW,26,70,1,0,0,0,1,1,0,0,36,1,0,0,1.0,1.0,0.0,2,2,26,32,81.3,2,33,3,3,2,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,26,32,81.3,345,71,16,18,88.9,8,10,80.0,1,1,100.0,0,0.0,0.0,0,3,0,0,2,2024-25,Forward,66.66666666666666,11.809523809523808
2025-01-22,Champions League,Red Bull Salzburg,Brahim Díaz,MAR,RW,25,20,0,0,0,0,1,1,0,0,18,0,0,0,0.1,0.1,0.0,1,0,14,16,87.5,0,20,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,16,87.5,163,27,10,10,100.0,3,4,75.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2024-25,,66.66666666666666,0.0
2025-01-22,Champions League,Red Bull Salzburg,Vinicius Júnior,BRA,LW,24,90,2,0,0,0,4,2,1,0,43,1,0,2,1.1,1.1,0.0,5,3,20,27,74.1,3,36,6,8,3,1,1,1,0,0,0,0,0,2,0,2,0,1,0,0,20,27,74.1,284,82,12,16,75.0,5,7,71.4,2,3,66.7,0,0.0,0.1,0,1,2,0,3,2024-25,,37.5,0.0
2025-01-22,Champions League,Red Bull Salzburg,Rodrygo,BRA,RW,24,70,2,0,0,0,3,2,0,0,44,0,0,0,0.3,0.3,0.2,3,1,32,35,91.4,1,36,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32,35,91.4,368,40,21,23,91.3,8,9,88.9,0,0,0.0,0,0.2,0.1,1,1,0,0,1,2024-25,,0.0,0.0
2025-01-22,Champions League,Red Bull Salzburg,Endrick,BRA,FW,18,20,0,0,0,0,1,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,6,10,60.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,10,60.0,63,8,4,7,57.1,1,2,50.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2024-25,Forward,0.0,0.25
2025-01-22,Champions League,Red Bull Salzburg,Jude Bellingham,ENG,LM,21,63,0,0,0,0,1,0,0,0,73,1,0,1,0.0,0.0,0.3,2,1,59,65,90.8,7,66,2,6,3,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,59,65,90.8,931,141,35,38,92.1,13,13,100.0,9,10,90.0,0,0.3,0.1,3,4,2,0,7,2024-25,Midfield,50.0,24.509206349206348
2025-01-22,Champions League,Red Bull Salzburg,David Alaba,AUT,CB,32,27,0,0,0,0,0,0,0,0,36,0,0,1,0.0,0.0,0.0,0,0,33,34,97.1,1,31,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,33,34,97.1,499,237,19,19,100.0,12,12,100.0,1,2,50.0,0,0.0,0.0,0,2,0,0,1,2024-25,Defense,0.0,21.231666666666662
2025-01-22,Champions League,Red Bull Salzburg,Dani Ceballos,ESP,CM,28,63,0,0,0,0,0,0,0,0,98,5,0,4,0.0,0.0,0.0,0,0,88,89,98.9,4,86,0,1,1,5,2,3,1,1,2,5,3,4,1,3,0,5,1,0,88,89,98.9,1474,385,41,42,97.6,41,41,100.0,5,5,100.0,0,0.0,0.0,0,9,0,0,4,2024-25,Midfield,100.0,25.287936507936507
2025-01-22,Champions League,Red Bull Salzburg,Arda Güler,TUR,RM,19,27,0,0,0,0,1,0,0,0,42,1,0,0,0.1,0.1,0.5,6,0,33,37,89.2,4,31,0,2,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,33,37,89.2,583,165,14,14,100.0,14,14,100.0,4,8,50.0,0,0.5,0.3,3,4,0,0,4,2024-25,Midfield,50.0,28.80296296296296
2025-01-22,Champions League,Red Bull Salzburg,Luka Modrić,CRO,"RM,LM",39,90,0,0,0,0,0,0,0,0,137,4,0,0,0.0,0.0,0.2,4,1,119,132,90.2,11,120,0,1,1,4,1,2,2,0,2,3,1,0,0,0,0,6,1,0,119,132,90.2,2127,638,55,57,96.5,41,47,87.2,17,21,81.0,0,0.2,0.1,2,11,1,0,11,2024-25,,100.0,0.0
2025-01-22,Champions League,Red Bull Salzburg,Ferland Mendy,FRA,LB,29,90,0,0,0,0,0,0,0,0,75,1,0,2,0.0,0.0,0.0,1,0,62,69,89.9,2,60,1,1,1,1,0,1,0,0,0,0,0,2,2,0,0,1,1,0,62,69,89.9,797,139,43,45,95.6,13,15,86.7,2,2,100.0,0,0.0,0.0,1,3,1,0,2,2024-25,Defense,100.0,18.096111111111114
2025-01-22,Champions League,Red Bull Salzburg,Antonio Rüdiger,GER,CB,31,77,0,0,0,0,1,0,0,0,83,3,0,0,0.2,0.2,0.0,1,0,73,77,94.8,4,74,0,0,0,3,1,3,0,0,2,2,0,0,0,0,0,3,2,0,73,77,94.8,1383,492,36,37,97.3,27,30,90.0,10,10,100.0,0,0.0,0.0,0,9,0,0,4,2024-25,Defense,0.0,15.973246753246752
2025-01-22,Champions League,Red Bull Salzburg,Jacobo Ramón,ESP,CB,20,13,0,0,0,0,1,0,0,0,16,0,0,1,0.1,0.1,0.0,0,0,12,12,100.0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,12,12,100.0,133,61,8,8,100.0,3,3,100.0,0,0,0.0,0,0.0,0.0,0,1,0,0,0,2024-25,Defense,0.0,31.153846153846153
2025-01-22,Champions League,Red Bull Salzburg,Raúl Asencio,ESP,"CB,RB",21,90,0,0,0,0,0,0,0,0,80,1,0,1,0.0,0.0,0.0,0,0,68,74,91.9,0,66,2,2,2,1,1,0,1,0,0,1,1,1,1,0,0,1,4,0,68,74,91.9,1026,205,43,47,91.5,19,19,100.0,5,6,83.3,0,0.0,0.0,0,0,0,0,0,2024-25,,100.0,0.0
2025-01-22,Champions League,Red Bull Salzburg,Federico Valverde,URU,"RB,CM",26,90,0,0,0,0,0,0,0,0,92,1,0,2,0.0,0.0,0.7,2,1,77,84,91.7,3,71,1,1,0,1,0,1,0,0,1,1,0,2,1,1,0,7,1,0,77,84,91.7,1208,446,46,46,100.0,23,26,88.5,5,6,83.3,0,0.7,0.1,2,7,1,0,3,2024-25,,0.0,0.0
2025-01-22,Champions League,Red Bull Salzburg,Thibaut Courtois,BEL,GK,32,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,38,40,95.0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,40,95.0,696,464,13,13,100.0,22,22,100.0,3,5,60.0,0,0.0,0.0,0,0,0,0,0,2024-25,Goalkeeper,0.0,81.0
2025-01-25,La Liga,Valladolid,Kylian Mbappé,FRA,"LW,FW",26,89,3,0,1,1,5,2,1,0,62,2,0,0,1.2,0.4,0.0,5,1,43,51,84.3,3,32,2,3,2,2,1,0,1,1,0,0,0,0,0,0,0,2,0,0,43,51,84.3,522,90,31,38,81.6,8,9,88.9,1,1,100.0,0,0.0,0.1,0,4,1,0,3,2024-25,,66.66666666666666,0.0
2025-01-25,La Liga,Valladolid,Endrick,BRA,FW,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0,,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2024-25,Forward,0.0,0.0
2025-01-25,La Liga,Valladolid,Rodrygo,BRA,"FW,LW",24,72,0,0,0,0,3,0,0,0,73,0,0,1,0.3,0.3,0.2,4,1,58,63,92.1,5,46,7,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,58,63,92.1,661,171,43,43,100.0,10,10,100.0,1,4,25.0,0,0.2,0.1,3,4,3,0,5,2024-25,,75.0,0.0
2025-01-25,La Liga,Valladolid,Arda Güler,TUR,RW,19,18,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.2,1,0,9,11,81.8,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,81.8,170,68,5,5,100.0,3,4,75.0,1,2,50.0,0,0.2,0.1,1,2,3,1,2,2024-25,,0.0,0.0
2025-01-25,La Liga,Valladolid,Brahim Díaz,MAR,"RW,LW",25,90,0,0,0,0,1,0,0,0,50,2,0,1,0.0,0.0,0.1,4,0,39,44,88.6,2,30,1,2,1,2,2,1,1,0,1,2,1,1,0,1,0,2,0,0,39,44,88.6,490,81,29,33,87.9,9,9,100.0,0,0,0.0,0,0.1,0.0,2,1,0,0,2,2024-25,,50.0,0.0
2025-01-25,La Liga,Valladolid,Jude Bellingham,ENG,AM,21,90,0,0,0,0,3,0,1,0,85,1,0,1,0.2,0.2,0.3,11,1,65,73,89.0,11,45,3,4,2,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,65,73,89.0,927,183,45,49,91.8,15,16,93.8,4,5,80.0,0,0.3,0.1,3,5,2,0,11,2024-25,Midfield,50.0,24.4
2025-01-25,La Liga,Valladolid,Federico Valverde,URU,"DM,RB",26,89,0,0,0,0,1,0,0,0,62,1,0,0,0.0,0.0,0.0,2,1,49,56,87.5,1,32,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,49,56,87.5,776,186,25,26,96.2,21,22,95.5,3,5,60.0,0,0.0,0.0,1,3,0,0,1,2024-25,,100.0,0.0
2025-01-25,La Liga,Valladolid,Lorenzo Aguado,ESP,RB,22,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100.0,34,0,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0,2024-25,Defense,0.0,15.0
2025-01-25,La Liga,Valladolid,Dani Ceballos,ESP,DM,28,67,0,0,0,0,0,0,1,0,115,1,0,0,0.0,0.0,0.1,4,1,109,112,97.3,22,85,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,109,112,97.3,1635,556,64,65,98.5,35,36,97.2,7,8,87.5,0,0.1,0.3,3,27,1,0,22,2024-25,Midfield,0.0,32.310746268656715
2025-01-25,La Liga,Valladolid,Luka Modrić,CRO,DM,39,23,0,0,0,0,1,0,0,0,35,1,0,0,0.2,0.2,0.0,2,1,27,33,81.8,2,20,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,27,33,81.8,460,149,12,14,85.7,13,15,86.7,2,4,50.0,0,0.0,0.0,0,1,1,0,2,2024-25,Midfield,0.0,23.27304347826087
2025-01-25,La Liga,Valladolid,Fran Garcia,ESP,LB,25,90,0,0,0,0,0,0,0,0,66,2,0,1,0.0,0.0,0.0,0,0,56,60,93.3,4,27,1,1,0,2,1,1,1,0,0,1,1,1,0,1,0,3,1,0,56,60,93.3,737,180,40,41,97.6,14,15,93.3,2,3,66.7,0,0.0,0.0,0,7,0,0,4,2024-25,Defense,0.0,16.883888888888887
2025-01-25,La Liga,Valladolid,Antonio Rüdiger,GER,CB,31,90,0,0,0,0,2,1,0,0,88,0,0,0,0.0,0.0,0.1,2,0,73,80,91.3,4,50,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,73,80,91.3,1275,528,26,27,96.3,40,42,95.2,5,7,71.4,0,0.1,0.0,1,7,0,0,4,2024-25,Defense,0.0,15.361666666666665
2025-01-25,La Liga,Valladolid,Aurélien Tchouaméni,FRA,"CB,DM",24,90,0,0,0,0,2,0,0,0,82,2,0,1,0.1,0.1,0.0,2,0,64,67,95.5,3,47,1,0,0,2,1,1,1,0,1,2,1,1,1,0,0,3,6,0,64,67,95.5,1244,343,22,22,100.0,36,36,100.0,6,8,75.0,0,0.0,0.0,0,7,0,0,3,2024-25,,0.0,0.0
2025-01-25,La Liga,Valladolid,Raúl Asencio,ESP,RB,21,67,0,0,0,0,1,0,0,0,37,1,0,0,0.0,0.0,0.0,0,0,26,30,86.7,0,18,1,1,1,1,0,1,0,0,1,2,1,0,0,0,0,1,3,0,26,30,86.7,463,46,10,13,76.9,12,13,92.3,3,3,100.0,0,0.0,0.0,0,1,0,0,0,2024-25,Defense,100.0,14.721417910447762
2025-01-25,La Liga,Valladolid,David Alaba,AUT,CB,32,23,0,0,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.0,0,0,17,18,94.4,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,94.4,261,112,8,8,100.0,9,9,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,2024-25,Defense,0.0,14.16
