Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Touches, Tkl, Int, Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP, 1/3,PPA,CrsPA,PrgP,Match URL
4/13/24,La Liga,Mallorca,Ferland Mendy,23,fr FRA,LB,28-310,90,0,0,0,0,0,0,0,0,58,1,0,0,0,0,0.1,2,0,50,53,94.3,5,36,0,0,0,1,1,1,0,0,1,1,100,0,0,0,0,0,1,2,0,50,53,94.3,715,232,29,30,96.7,17,18,94.4,2,3,66.7,0,0.1,0,2,4,1,0,5,https://fbref.com/en/matches/8887cd3f/Mallorca-Real-Madrid-April-13-2024-La-Liga
4/13/24,La Liga,Mallorca,Nacho,6,es ESP,CB,34-086,90,0,0,0,0,0,0,0,0,79,0,0,2,0,0,0,1,0,66,72,91.7,7,52,0,0,0,0,0,0,0,0,0,0,,0,2,1,1,0,0,3,0,66,72,91.7,1114,415,30,32,93.8,31,35,88.6,4,4,100,0,0,0,0,1,0,0,7,https://fbref.com/en/matches/8887cd3f/Mallorca-Real-Madrid-April-13-2024-La-Liga
4/13/24,La Liga,Mallorca,Antonio Rüdiger,22,de GER,CB,31-041,90,0,0,0,0,0,0,0,0,79,0,0,1,0,0,0,1,1,65,71,91.5,2,53,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,6,0,65,71,91.5,1120,383,24,24,100,40,41,97.6,1,5,20,0,0,0,0,2,1,0,2,https://fbref.com/en/matches/8887cd3f/Mallorca-Real-Madrid-April-13-2024-La-Liga
4/13/24,La Liga,Mallorca,Lucas Vázquez,17,es ESP,RB,32-287,89,0,0,0,0,0,0,0,0,44,0,0,2,0,0,0,2,0,27,35,77.1,3,25,2,3,1,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,27,35,77.1,446,85,10,12,83.3,16,18,88.9,1,4,25,0,0,0,0,0,2,0,3,https://fbref.com/en/matches/8887cd3f/Mallorca-Real-Madrid-April-13-2024-La-Liga
4/13/24,La Liga,Mallorca,Éder Militão,3,br BRA,RB,26-086,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/8887cd3f/Mallorca-Real-Madrid-April-13-2024-La-Liga
4/13/24,La Liga,Mallorca,Andriy Lunin,13,ua UKR,GK,25-062,90,0,0,0,0,0,0,1,0,39,0,0,0,0,0,0,0,0,29,35,82.9,0,23,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,29,35,82.9,775,566,9,9,100,12,12,100,8,14,57.1,0,0,0,0,2,0,0,0,https://fbref.com/en/matches/8887cd3f/Mallorca-Real-Madrid-April-13-2024-La-Liga
4/17/24,Champions League,Manchester City,Vinicius Júnior,7,br BRA,FW,23-280,101,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0.6,1,0,17,20,85,0,13,3,4,2,1,1,0,1,0,1,1,100,0,0,0,0,0,1,0,0,17,20,85,233,65,11,12,91.7,4,5,80,1,1,100,0,0.6,0.5,1,0,0,0,0,https://fbref.com/en/matches/b0d9b0e1/Manchester-City-Real-Madrid-April-17-2024-Champions-League
4/17/24,Champions League,Manchester City,Lucas Vázquez,17,es ESP,RW,32-291,19,0,0,0,0,1,0,0,0,11,1,0,0,0,0,0,1,0,6,9,66.7,2,3,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,6,9,66.7,137,61,1,1,100,2,4,50,2,2,100,0,0,0,0,1,0,0,2,https://fbref.com/en/matches/b0d9b0e1/Manchester-City-Real-Madrid-April-17-2024-Champions-League
4/17/24,Champions League,Manchester City,Rodrygo,11,br BRA,LW,23-099,83,1,0,0,0,3,2,0,0,36,2,0,2,0.9,0.9,0,1,1,17,21,81,0,23,1,3,1,2,2,1,0,1,1,1,100,0,2,0,2,0,2,1,0,17,21,81,165,50,13,14,92.9,2,2,100,0,3,0,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/b0d9b0e1/Manchester-City-Real-Madrid-April-17-2024-Champions-League
4/17/24,Champions League,Manchester City,Brahim Díaz,21,ma MAR,LW,24-258,37,0,0,0,0,0,0,0,0,22,2,0,1,0,0,0.3,1,0,9,12,75,1,12,1,5,0,2,1,0,2,0,0,0,,0,1,1,0,0,2,0,0,9,12,75,141,70,7,9,77.8,0,0,,2,2,100,0,0.3,0.2,1,1,1,1,1,https://fbref.com/en/matches/b0d9b0e1/Manchester-City-Real-Madrid-April-17-2024-Champions-League
4/17/24,Champions League,Manchester City,Federico Valverde,15,uy URU,"RW,AM",25-270,120,0,0,0,0,1,0,0,0,57,1,3,0,0,0,0,2,0,37,45,82.2,3,30,2,2,2,1,0,1,0,0,1,3,33.3,2,0,0,0,3,4,3,0,37,45,82.2,586,192,25,28,89.3,9,11,81.8,3,5,60,0,0,0,0,1,1,0,3,https://fbref.com/en/matches/b0d9b0e1/Manchester-City-Real-Madrid-April-17-2024-Champions-League
4/17/24,Champions League,Manchester City,Jude Bellingham,5,eng ENG,"AM,FW",20-293,120,0,0,0,0,0,0,0,0,51,5,1,1,0,0,0,0,0,31,35,88.6,4,32,2,2,1,5,1,4,0,1,2,3,66.7,1,1,0,1,1,6,3,0,31,35,88.6,418,93,20,22,90.9,11,11,100,0,2,0,0,0,0,0,2,1,0,4,https://fbref.com/en/matches/b0d9b0e1/Manchester-City-Real-Madrid-April-17-2024-Champions-League
4/17/24,Champions League,Manchester City,Toni Kroos,8,de GER,DM,34-104,78,0,0,0,0,0,0,0,0,49,2,3,2,0,0,0,1,0,38,41,92.7,1,25,0,0,0,2,1,1,1,0,1,2,50,1,2,0,2,3,5,2,0,38,41,92.7,591,261,20,21,95.2,17,18,94.4,1,2,50,0,0,0.1,1,0,0,0,1,https://fbref.com/en/matches/b0d9b0e1/Manchester-City-Real-Madrid-April-17-2024-Champions-League
4/17/24,Champions League,Manchester City,Luka Modrić,10,hr CRO,DM,38-221,42,0,0,0,0,0,0,0,0,28,2,1,0,0,0,0,0,0,18,23,78.3,0,15,0,0,0,2,2,1,0,1,2,3,66.7,1,0,0,0,1,3,3,0,18,23,78.3,353,158,7,7,100,8,10,80,3,6,50,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/b0d9b0e1/Manchester-City-Real-Madrid-April-17-2024-Champions-League
4/17/24,Champions League,Manchester City,Eduardo Camavinga,12,fr FRA,DM,21-159,120,0,0,0,0,1,1,0,0,60,4,0,3,0,0,0,1,0,33,40,82.5,1,26,0,0,0,4,3,3,0,1,2,4,50,2,3,1,2,0,4,4,0,33,40,82.5,477,110,17,19,89.5,15,19,78.9,0,0,,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/b0d9b0e1/Manchester-City-Real-Madrid-April-17-2024-Champions-League
4/17/24,Champions League,Manchester City,Ferland Mendy,23,fr FRA,LB,28-314,120,0,0,0,0,0,0,1,0,65,4,0,1,0,0,0,1,0,44,54,81.5,3,31,0,1,0,4,1,4,0,0,2,2,100,0,1,0,1,0,4,5,0,44,54,81.5,592,176,29,31,93.5,14,19,73.7,1,3,33.3,0,0,0,0,1,0,0,3,https://fbref.com/en/matches/b0d9b0e1/Manchester-City-Real-Madrid-April-17-2024-Champions-League
4/17/24,Champions League,Manchester City,Nacho,6,es ESP,CB,34-090,120,0,0,0,0,0,0,0,0,57,1,1,1,0,0,0,0,0,37,46,80.4,1,25,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,2,7,0,37,46,80.4,702,165,12,15,80,22,23,95.7,2,5,40,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/b0d9b0e1/Manchester-City-Real-Madrid-April-17-2024-Champions-League
4/17/24,Champions League,Manchester City,Antonio Rüdiger,22,de GER,CB,31-045,120,0,0,0,0,1,0,0,0,56,0,0,5,0.3,0.3,0,0,0,37,43,86,0,31,0,0,0,0,0,0,0,0,0,0,,0,5,5,0,0,0,4,0,37,43,86,683,207,11,12,91.7,25,26,96.2,1,5,20,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/b0d9b0e1/Manchester-City-Real-Madrid-April-17-2024-Champions-League
4/17/24,Champions League,Manchester City,Dani Carvajal,2,es ESP,RB,32-097,109,0,0,0,0,1,0,1,0,66,3,2,7,0.2,0.2,0,2,0,32,40,80,2,21,1,2,0,3,2,3,0,0,2,3,66.7,1,7,3,4,2,5,11,0,32,40,80,640,302,11,12,91.7,15,18,83.3,6,8,75,0,0,0,1,3,0,0,2,https://fbref.com/en/matches/b0d9b0e1/Manchester-City-Real-Madrid-April-17-2024-Champions-League
4/17/24,Champions League,Manchester City,Éder Militão,3,br BRA,RB,26-090,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,4,75,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,3,4,75,41,0,1,1,100,2,2,100,0,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/b0d9b0e1/Manchester-City-Real-Madrid-April-17-2024-Champions-League
4/17/24,Champions League,Manchester City,Andriy Lunin,13,ua UKR,GK,25-066,120,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,33,54,61.1,0,40,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,33,54,61.1,938,552,2,3,66.7,19,19,100,12,32,37.5,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/b0d9b0e1/Manchester-City-Real-Madrid-April-17-2024-Champions-League
4/21/24,La Liga,Clasico,Vinicius Júnior,7,br BRA,FW,23-284,81,1,1,1,1,5,1,1,0,41,1,0,0,1.9,1.1,0.2,2,1,18,26,69.2,0,30,6,4,1,1,1,0,0,1,1,2,50,1,0,0,0,0,1,0,0,18,26,69.2,301,35,11,15,73.3,5,5,100,2,4,50,1,0.2,0.2,2,0,1,1,0,https://fbref.com/en/matches/9699d0ae/El-Clasico-Real-Madrid-Barcelona-April-21-2024-La-Liga
4/21/24,La Liga,Clasico,Joselu,14,es ESP,FW,34-025,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9699d0ae/El-Clasico-Real-Madrid-Barcelona-April-21-2024-La-Liga
4/21/24,La Liga,Clasico,Rodrygo,11,br BRA,FW,23-103,73,0,0,0,0,0,0,0,0,33,0,0,1,0,0,0.1,2,0,22,28,78.6,2,27,3,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,22,28,78.6,246,36,18,22,81.8,2,4,50,1,1,100,0,0.1,0,2,1,2,0,2,https://fbref.com/en/matches/9699d0ae/El-Clasico-Real-Madrid-Barcelona-April-21-2024-La-Liga
4/21/24,La Liga,Clasico,Éder Militão,3,br BRA,CB,26-094,17,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,2,100,0,1,0,0,0,1,1,0,1,0,1,1,100,0,0,0,0,0,1,1,0,2,2,100,46,10,0,0,,2,2,100,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9699d0ae/El-Clasico-Real-Madrid-Barcelona-April-21-2024-La-Liga
4/21/24,La Liga,Clasico,Jude Bellingham,5,eng ENG,"AM,FW",20-297,90,1,0,0,0,2,2,0,0,56,4,1,3,0.1,0.1,0.2,4,0,44,46,95.7,8,36,3,2,2,4,4,0,2,2,1,2,50,1,3,0,3,1,5,0,0,44,46,95.7,714,163,20,20,100,18,19,94.7,4,5,80,0,0.2,0.1,2,5,0,0,8,https://fbref.com/en/matches/9699d0ae/El-Clasico-Real-Madrid-Barcelona-April-21-2024-La-Liga
4/21/24,La Liga,Clasico,Luka Modrić,10,hr CRO,"LM,CM",38-225,90,0,0,0,0,2,1,1,0,76,1,1,2,0.1,0.1,0.2,3,0,57,67,85.1,7,45,7,2,1,1,0,0,1,0,1,2,50,1,2,1,1,1,2,0,0,57,67,85.1,873,276,36,37,97.3,10,14,71.4,7,10,70,0,0.2,0.1,1,10,0,0,7,https://fbref.com/en/matches/9699d0ae/El-Clasico-Real-Madrid-Barcelona-April-21-2024-La-Liga
4/21/24,La Liga,Clasico,Federico Valverde,15,uy URU,RM,25-274,90,0,0,0,0,1,1,0,0,64,1,0,0,0,0,0.1,5,1,48,52,92.3,8,37,1,1,0,1,1,1,0,0,1,2,50,1,0,0,0,0,1,6,0,48,52,92.3,709,189,29,30,96.7,15,15,100,4,6,66.7,0,0.1,0.1,1,9,0,0,8,https://fbref.com/en/matches/9699d0ae/El-Clasico-Real-Madrid-Barcelona-April-21-2024-La-Liga
4/21/24,La Liga,Clasico,Toni Kroos,8,de GER,DM,34-108,70,0,0,0,0,0,0,0,0,46,1,1,1,0,0,0.4,1,0,41,43,95.3,3,28,1,1,1,1,1,0,0,1,1,2,50,1,1,0,1,1,2,1,0,41,43,95.3,742,242,22,22,100,12,12,100,6,8,75,0,0.4,0.5,1,5,0,0,3,https://fbref.com/en/matches/9699d0ae/El-Clasico-Real-Madrid-Barcelona-April-21-2024-La-Liga
4/21/24,La Liga,Clasico,Brahim Díaz,21,ma MAR,"LM,DM",24-262,20,0,0,0,0,1,0,0,0,13,0,0,2,0,0,0,2,1,8,9,88.9,5,10,2,1,1,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0,8,9,88.9,134,38,3,4,75,5,5,100,0,0,,0,0,0,0,3,1,0,5,https://fbref.com/en/matches/9699d0ae/El-Clasico-Real-Madrid-Barcelona-April-21-2024-La-Liga
4/21/24,La Liga,Clasico,Eduardo Camavinga,12,fr FRA,LB,21-163,70,0,0,0,0,0,0,1,0,33,3,1,1,0,0,0,0,0,23,25,92,3,16,1,2,2,3,2,3,0,0,1,3,33.3,2,1,0,1,1,4,1,0,23,25,92,374,94,11,11,100,9,10,90,2,3,66.7,0,0,0,0,1,1,0,3,https://fbref.com/en/matches/9699d0ae/El-Clasico-Real-Madrid-Barcelona-April-21-2024-La-Liga
4/21/24,La Liga,Clasico,Fran Garcia,20,es ESP,LB,24-251,20,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,10,80,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,8,10,80,98,22,5,5,100,2,3,66.7,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/9699d0ae/El-Clasico-Real-Madrid-Barcelona-April-21-2024-La-Liga
4/21/24,La Liga,Clasico,Antonio Rüdiger,22,de GER,CB,31-049,90,0,0,0,0,0,0,0,0,50,1,0,1,0,0,0,0,0,40,45,88.9,1,25,0,0,0,1,0,1,0,0,1,1,100,0,1,0,1,0,1,3,0,40,45,88.9,715,335,20,22,90.9,17,19,89.5,3,4,75,0,0,0,0,2,0,0,1,https://fbref.com/en/matches/9699d0ae/El-Clasico-Real-Madrid-Barcelona-April-21-2024-La-Liga
4/21/24,La Liga,Clasico,Aurélien Tchouaméni,18,fr FRA,"CB,CM",24-085,90,0,0,0,0,1,1,0,0,59,2,1,0,0,0,0,1,0,48,51,94.1,3,40,0,0,0,2,2,1,1,0,1,1,100,0,0,0,0,1,3,3,0,48,51,94.1,917,398,21,22,95.5,22,23,95.7,4,5,80,0,0,0,0,9,1,0,3,https://fbref.com/en/matches/9699d0ae/El-Clasico-Real-Madrid-Barcelona-April-21-2024-La-Liga
4/21/24,La Liga,Clasico,Lucas Vázquez,17,es ESP,RB,32-295,90,1,1,0,0,1,1,0,0,82,4,0,0,0.2,0.2,0.1,5,3,59,72,81.9,2,40,1,4,1,4,2,2,2,0,3,3,100,0,0,0,0,0,4,0,0,59,72,81.9,784,205,39,43,90.7,16,19,84.2,3,7,42.9,1,0.1,0.1,2,1,2,1,2,https://fbref.com/en/matches/9699d0ae/El-Clasico-Real-Madrid-Barcelona-April-21-2024-La-Liga
4/21/24,La Liga,Clasico,Andriy Lunin,13,ua UKR,GK,25-070,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0.3,1,0,23,29,79.3,0,16,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,23,29,79.3,626,462,8,9,88.9,8,8,100,7,12,58.3,0,0.3,0,1,2,0,0,0,https://fbref.com/en/matches/9699d0ae/El-Clasico-Real-Madrid-Barcelona-April-21-2024-La-Liga
4/26/24,La Liga,Real Sociedad,Joselu,14,es ESP,FW,34-030,90,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,9,18,50,2,12,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,18,50,103,51,8,12,66.7,1,4,25,0,0,,0,0,0,0,2,0,0,2,https://fbref.com/en/matches/3edf4d41/Real-Sociedad-Real-Madrid-April-26-2024-La-Liga
4/26/24,La Liga,Real Sociedad,Dani Ceballos,19,es ESP,LW,27-263,67,0,0,0,0,0,0,0,0,35,0,0,1,0,0,0,2,0,23,29,79.3,2,26,4,1,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,23,29,79.3,323,18,13,14,92.9,7,8,87.5,1,2,50,0,0,0,0,0,1,0,2,https://fbref.com/en/matches/3edf4d41/Real-Sociedad-Real-Madrid-April-26-2024-La-Liga
4/26/24,La Liga,Real Sociedad,Federico Valverde,15,uy URU,"RW,DM",25-279,23,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,8,10,80,0,6,0,1,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,8,10,80,95,30,6,7,85.7,1,1,100,0,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/3edf4d41/Real-Sociedad-Real-Madrid-April-26-2024-La-Liga
4/26/24,La Liga,Real Sociedad,Arda Güler,24,tr TUR,RW,19-061,67,1,0,0,0,3,1,1,0,28,2,0,0,0.2,0.2,0,2,0,15,17,88.2,0,18,0,3,2,2,1,0,2,0,2,4,50,2,0,0,0,0,2,4,0,15,17,88.2,276,82,9,10,90,3,3,100,3,4,75,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/3edf4d41/Real-Sociedad-Real-Madrid-April-26-2024-La-Liga
4/26/24,La Liga,Real Sociedad,Vinicius Júnior,7,br BRA,"LW,AM",23-289,23,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,10,40,0,9,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,4,10,40,39,0,3,4,75,1,2,50,0,2,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/3edf4d41/Real-Sociedad-Real-Madrid-April-26-2024-La-Liga
4/26/24,La Liga,Real Sociedad,Brahim Díaz,21,ma MAR,AM,24-267,75,0,0,0,0,0,0,0,0,26,1,1,1,0,0,0,1,0,14,17,82.4,1,15,2,5,1,1,1,0,0,1,1,2,50,1,1,0,1,1,2,1,0,14,17,82.4,246,33,9,9,100,3,5,60,2,2,100,0,0,0,1,0,1,1,1,https://fbref.com/en/matches/3edf4d41/Real-Sociedad-Real-Madrid-April-26-2024-La-Liga
4/26/24,La Liga,Real Sociedad,Antonio Rüdiger,22,de GER,CB,31-054,15,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,7,10,70,1,7,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,7,10,70,141,75,2,3,66.7,5,5,100,0,2,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/3edf4d41/Real-Sociedad-Real-Madrid-April-26-2024-La-Liga
4/26/24,La Liga,Real Sociedad,Luka Modrić,10,hr CRO,DM,38-230,83,0,0,0,0,0,0,0,0,64,1,0,1,0,0,0,1,0,54,60,90,3,48,0,1,0,1,1,1,0,0,1,6,16.7,5,1,0,1,0,1,0,0,54,60,90,939,316,26,27,96.3,22,25,88,5,6,83.3,0,0,0,1,7,1,0,3,https://fbref.com/en/matches/3edf4d41/Real-Sociedad-Real-Madrid-April-26-2024-La-Liga
4/26/24,La Liga,Real Sociedad,Lucas Vázquez,17,es ESP,RW,32-300,7,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,3,33.3,0,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,1,3,33.3,5,0,0,0,,0,0,,0,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/3edf4d41/Real-Sociedad-Real-Madrid-April-26-2024-La-Liga
4/26/24,La Liga,Real Sociedad,Aurélien Tchouaméni,18,fr FRA,DM,24-090,90,0,0,0,0,1,1,1,0,59,3,2,2,0,0,0.1,2,1,43,47,91.5,2,39,2,0,0,3,1,1,2,0,1,2,50,1,2,1,1,2,5,3,0,43,47,91.5,694,165,23,23,100,18,19,94.7,2,2,100,0,0.1,0.2,1,4,0,0,2,https://fbref.com/en/matches/3edf4d41/Real-Sociedad-Real-Madrid-April-26-2024-La-Liga
4/26/24,La Liga,Real Sociedad,Fran Garcia,20,es ESP,LB,24-256,75,0,0,0,0,0,0,1,0,46,3,0,1,0,0,0,0,0,37,39,94.9,0,17,1,0,0,3,2,2,1,0,2,3,66.7,1,1,0,1,0,3,3,0,37,39,94.9,594,154,19,21,90.5,18,18,100,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/3edf4d41/Real-Sociedad-Real-Madrid-April-26-2024-La-Liga
4/26/24,La Liga,Real Sociedad,Eduardo Camavinga,12,fr FRA,"LW,AM",21-168,15,0,0,0,0,1,1,0,0,9,0,0,1,0.1,0.1,0,0,0,3,5,60,0,3,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,3,5,60,30,0,3,3,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/3edf4d41/Real-Sociedad-Real-Madrid-April-26-2024-La-Liga
4/26/24,La Liga,Real Sociedad,Nacho,6,es ESP,"CB,LB",34-099,90,0,0,0,0,0,0,1,0,61,1,2,1,0,0,0,0,0,46,55,83.6,0,38,0,1,1,1,0,1,0,0,1,2,50,1,1,0,1,2,3,3,0,46,55,83.6,843,284,17,17,100,27,28,96.4,2,9,22.2,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/3edf4d41/Real-Sociedad-Real-Madrid-April-26-2024-La-Liga
4/26/24,La Liga,Real Sociedad,Éder Militão,3,br BRA,CB,26-099,90,0,0,0,0,0,0,0,0,50,2,0,0,0,0,0,0,0,37,44,84.1,0,35,0,1,0,2,2,1,1,0,2,3,66.7,1,0,0,0,0,2,3,0,37,44,84.1,871,263,8,8,100,21,23,91.3,8,11,72.7,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/3edf4d41/Real-Sociedad-Real-Madrid-April-26-2024-La-Liga
4/26/24,La Liga,Real Sociedad,Dani Carvajal,2,es ESP,RB,32-106,90,0,1,0,0,0,0,0,0,47,1,0,1,0,0,0.2,1,1,30,40,75,1,20,0,1,1,1,1,0,1,0,0,0,,0,1,0,1,0,1,6,0,30,40,75,481,126,17,20,85,10,13,76.9,3,5,60,1,0.2,0.1,1,1,1,1,1,https://fbref.com/en/matches/3edf4d41/Real-Sociedad-Real-Madrid-April-26-2024-La-Liga
4/26/24,La Liga,Real Sociedad,Kepa Arrizabalaga,25,es ESP,GK,29-206,90,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,39,51,76.5,0,31,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,39,51,76.5,1104,793,7,7,100,20,20,100,12,23,52.2,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/3edf4d41/Real-Sociedad-Real-Madrid-April-26-2024-La-Liga
4/30/24,Champions League,Bayern Munich,Vinicius Júnior,7,br BRA,"FW,LW",23-293,90,2,0,1,1,3,2,0,0,45,0,0,1,1.7,0.9,0,2,0,27,36,75,4,27,8,2,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,27,36,75,374,55,16,19,84.2,7,8,87.5,2,3,66.7,0,0,0,0,1,0,0,4,https://fbref.com/en/matches/91220b87/Bayern-Munich-Real-Madrid-April-30-2024-Champions-League
4/30/24,Champions League,Bayern Munich,Jude Bellingham,5,eng ENG,FW,20-306,74,0,0,0,0,0,0,0,0,53,2,0,0,0,0,0,2,0,44,49,89.8,6,43,1,3,2,2,2,1,0,1,0,1,0,1,0,0,0,0,2,0,0,44,49,89.8,624,112,25,27,92.6,17,18,94.4,2,4,50,0,0,0.1,1,3,1,0,6,https://fbref.com/en/matches/91220b87/Bayern-Munich-Real-Madrid-April-30-2024-Champions-League
4/30/24,Champions League,Bayern Munich,Luka Modrić,10,hr CRO,LM,38-234,16,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0.2,1,0,6,8,75,1,5,1,0,0,1,1,0,1,0,1,1,100,0,0,0,0,0,1,0,0,6,8,75,108,52,2,2,100,4,5,80,0,1,0,0,0.2,0,1,1,0,0,1,https://fbref.com/en/matches/91220b87/Bayern-Munich-Real-Madrid-April-30-2024-Champions-League
4/30/24,Champions League,Bayern Munich,Rodrygo,11,br BRA,"LM,RW",23-112,86,0,0,0,0,2,0,0,0,37,1,0,2,0.1,0.1,0,4,1,25,27,92.6,2,22,5,2,1,1,0,1,0,0,0,4,0,4,2,0,2,0,1,0,0,25,27,92.6,287,50,13,15,86.7,9,9,100,0,0,,0,0,0,1,2,0,0,2,https://fbref.com/en/matches/91220b87/Bayern-Munich-Real-Madrid-April-30-2024-Champions-League
4/30/24,Champions League,Bayern Munich,Joselu,14,es ESP,FW,34-034,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,66.7,1,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,3,66.7,20,8,0,1,0,1,1,100,0,0,,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/91220b87/Bayern-Munich-Real-Madrid-April-30-2024-Champions-League
4/30/24,Champions League,Bayern Munich,Toni Kroos,8,de GER,CM,34-117,75,0,1,0,0,1,1,1,0,95,2,3,1,0,0,0.7,3,1,80,86,93,5,66,0,1,0,2,2,1,1,0,0,1,0,1,1,0,1,3,5,0,0,80,86,93,1389,571,43,44,97.7,29,31,93.5,8,10,80,1,0.7,0.3,3,12,2,0,5,https://fbref.com/en/matches/91220b87/Bayern-Munich-Real-Madrid-April-30-2024-Champions-League
4/30/24,Champions League,Bayern Munich,Brahim Díaz,21,ma MAR,"FW,RW",24-271,15,0,0,0,0,1,0,0,0,7,0,0,0,0.1,0.1,0,1,0,2,3,66.7,0,3,0,2,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,3,66.7,13,7,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/91220b87/Bayern-Munich-Real-Madrid-April-30-2024-Champions-League
